summary,label
"This research paper introduces Participatory Design Research (PDR) as a methodology for achieving educational justice and fostering social change.  The authors, Bang and Vossoughi, argue that PDR offers a unique approach to studying learning and development within the context of socially transformative projects.  They position PDR as a hybrid methodology, drawing upon various existing research traditions including design-based research (DBR), participatory action research, and community-based design experiments.

Unlike traditional research approaches, PDR emphasizes collaborative design and research practices, prioritizing the active involvement of all stakeholders—researchers, practitioners, students, families, and communities—throughout the entire research process.  A key contribution of PDR is its explicit focus on the interplay of critical historicity, power dynamics, and relationality in shaping learning and partnerships.  This necessitates a critical examination of how existing power structures might be inadvertently reinforced within the research process itself.

The authors highlight several key distinctions between PDR and DBR. While DBR often focuses on improving learning environments through design interventions, it often overlooks the power dynamics inherent in the research process.  PDR, conversely, directly confronts these dynamics, aiming to disrupt and reconfigure hierarchical relationships.  It does this by explicitly analyzing the roles and relations among participants, encouraging a more equitable distribution of power and decision-making authority.  This involves critically examining the researchers' own positionality and its influence on the research process.  The concept of ""role re-mediation"" is introduced, highlighting the transformative learning that occurs as participants renegotiate their roles and relationships within the collaborative framework.  This extends beyond typical co-design processes in DBR to encompass collaborative data analysis and writing.

PDR is not presented as a replacement for existing methods, but rather as a complementary approach that enhances their critical potential.  By incorporating historical, relational, and axiological perspectives, PDR seeks to make visible the often-implicit assumptions and power dynamics embedded in research design and implementation.  The authors advocate for a more holistic approach, where the epistemological, ontological, and axiological dimensions of human activity are explicitly acknowledged and integrated into the research process. The ultimate aim of PDR is not just to improve learning outcomes, but to contribute to genuine and sustainable social change by fostering equitable and transformative relationships among all participants.  The special issue, of which this introduction is a part, showcases examples of PDR in action, demonstrating the methodology's potential for generating both fundamental insights into human learning and transformative social impact.
",1
"This research paper reviews state-level approaches to evaluating disproportionate environmental health impacts (DEHIs) on minority and low-income populations, a crucial aspect of environmental justice (EJ).  Driven by President Clinton's Executive Order 12898 (1994), which mandates federal agencies address DEHIs, the study addresses the lack of clear guidance on how to conduct these assessments.  While many federal agencies are working towards EJ goals, consistent methodologies are lacking.  The paper focuses on the diverse strategies employed by state governments, filling a gap in national-level guidance.

The authors examined state-level ""environmental justice analyses,"" which often serve as DEHI evaluations.  They utilized a mixed-methods approach.  First, they reviewed the University of California Hastings College of Law and American Bar Association's report, ""Environmental Justice for All,"" identifying 300 state-level EJ initiatives.  They then selected a subset of initiatives for in-depth investigation. This involved a literature review of publicly available reports, interviews with state agency representatives, and website searches.  The research aimed to characterize each program based on its definition of EJ/DEHIs, policy status (recommendation vs. mandate), purpose, data types collected (census data, public health records, monitoring data), and data collection strategies (historical knowledge, surveys, databases).

The study identified 23 states with 36 specific methodologies for DEHI evaluation.  These approaches varied significantly in complexity, ranging from simple qualitative assessments of demographic factors (race, income) to sophisticated quantitative analyses involving statistical modeling of environmental hazards across populations and geographic regions.  The ""disproportionate impact"" was defined as exposure to environmental hazards significantly exceeding that of comparable populations, while ""potential for disproportionate impacts"" considered population susceptibility or vulnerability to such hazards.

The authors found several challenges despite the progress made by various states.  Key challenges included:

* **Linking evaluations to health risks:**  Many state assessments lacked a robust connection between environmental exposures and actual health outcomes, hindering their use in regulatory decision-making.
* **Data limitations:**  The availability, quality, and spatial resolution of data were frequently insufficient for accurate DEHI assessments.  More robust and diverse datasets are necessary.
* **Funding limitations:**  Sustained funding is crucial for implementing long-term EJ programs and DEHI evaluations.  Many states faced funding constraints.
* **Inter-agency collaboration:**  Improved collaboration among government agencies at all levels (local, state, federal) is vital for effective DEHI assessments and subsequent interventions.

The findings are intended to inform the Environmental Protection Agency (EPA) as it develops technical guidance on incorporating EJ considerations into rulemaking and better understanding state agency capacity to analyze the effectiveness of their EJ programs.  The study highlights the need for more standardized and scientifically rigorous approaches to DEHI evaluations, underpinned by improved data collection and inter-agency cooperation to truly achieve environmental justice.
",1
"This research paper investigates how to improve social and conservation outcomes in protected areas inhabited by indigenous people, using a case study of the Bosque Protector de Palo Seco (BPPS) in Panama.  The study highlights the tension between conservation goals and the rights and needs of indigenous communities residing within protected areas, a common challenge in developing countries.

The introduction emphasizes the shift in conservation paradigms from exclusionary models to rights-based approaches, acknowledging the historical negative impacts of protected areas on indigenous communities.  The Durban Accord (2003) and subsequent international agreements call for respecting indigenous rights and fostering more inclusive governance.  However, progress in implementing these rights-based approaches has been slow, with only a few countries enacting necessary legal reforms. The authors argue that incorporating the perspectives of indigenous communities is crucial for bridging the gap between policy principles and on-the-ground realities.

The study's central question focuses on how indigenous residents of BPPS perceive their rights, interactions with authorities, and livelihood opportunities under the current governance.  The researchers used mixed methods, including household surveys, focus groups, in-depth interviews, and forest cover assessments, to gather data on residents' perceptions, rights, and resource use.  They also analyzed the legal and management framework governing the protected area and assessed deforestation rates.

Key findings reveal heterogeneous regulations and restrictive policies within the indigenous territories in BPPS, limiting subsistence use by residents.  Despite these restrictions, most surveyed residents expressed satisfaction with living in the protected area and individually contributed to conservation efforts.  A strong link was identified between residents’ perceived food security and forest conservation.  Furthermore, residents supported stronger enforcement by the managing authority and opposed recent hydro-dam development within the reserve.

The study concludes that integrating residents’ priorities regarding rights recognition and collaboration can significantly improve the balance between human needs and long-term forest conservation.  The researchers suggest that a rights-based approach, acknowledging and addressing the needs and perceptions of indigenous communities, is essential for successful and sustainable conservation efforts. The authors identify four forms of exclusion in protected areas (spatial/physical, economic, political, and cultural) and emphasize the importance of participatory governance and management to overcome these challenges.  The Panamanian case study underscores the need for more effective implementation of international agreements advocating for rights-based conservation, emphasizing the urgent need to integrate indigenous voices and priorities into protected area management plans.  The study ultimately advocates for a more just and equitable approach to conservation that acknowledges the inherent rights and essential role of indigenous communities in ensuring the long-term sustainability of protected areas and their resources.
",1
"This research paper presents a new, high-resolution dataset mapping the yearly extent of surface coal mining in Central Appalachia from 1985 to 2015.  The study addresses a significant gap in existing data, which only provided decadal-scale information (last updated in 2005). This limitation hindered research aiming to establish causal links between mining activity and its environmental and public health consequences.

The researchers used Google Earth Engine (GEE) and Landsat imagery to create their dataset. GEE's cloud-based platform and readily available Landsat archives facilitated the processing of vast amounts of remotely sensed data over a large geographical area and long time period.  The automated model developed for this study leverages the distinct spectral signatures of surface mines, differentiating them from other land cover types. This automated approach allows for efficient updates as new imagery becomes available and future mining activities are detected.

The study found that approximately 2,900 square kilometers of land were newly mined during the 31-year period.  When combined with pre-1985 mining areas, the total cumulative mining footprint reaches 5,900 square kilometers.  A key finding is the correlation between active mine area and historical coal production, revealing that each metric ton of coal produced is associated with 12 square meters of actively mined land.

The significance of this work extends beyond simply quantifying mining extent. The freely available, annually updated dataset (accessible through a public repository) is a valuable resource for various environmental, health, and economic studies.  Researchers can now investigate the temporal dynamics of mining impacts with unprecedented detail, examining their effects on water quality, biodiversity, human health, and climate change.  The methodology itself also serves as a demonstration of the capabilities of GEE for large-scale land use change analysis using remotely sensed data. The researchers' open-source model and data promote reproducibility and facilitate further research on the environmental and societal ramifications of surface coal mining in the Appalachian region.  The improved temporal resolution offers a powerful tool for understanding the complex relationship between coal extraction and its far-reaching consequences.
",1
"This research paper, ""Collaborative Governance and Environmental Justice: Disadvantaged Community Representation in California Sustainable Groundwater Management,"" by Dobbin and Lubell, examines the representation of disadvantaged communities (DACs) in California's new groundwater governance system established by the 2014 Sustainable Groundwater Management Act (SGMA).  A major critique of collaborative governance research is its insufficient attention to power imbalances and inequality. This study addresses this gap.

The SGMA mandated the creation of Groundwater Sustainability Agencies (GSAs) to manage groundwater resources.  GSAs could be formed by single entities (e.g., a city or water district) or collaboratively through agreements involving multiple entities. This variation in GSA structure provides a valuable opportunity to analyze the impact of collaborative governance on DAC representation.  The authors define DACs as communities with a median household income below 80% of the state's average, focusing specifically on small DACs (populations under 10,000) which often lack political influence and face significant water disparities.

Using primary and secondary data, the researchers modeled the likelihood of small DAC representation in GSAs based on both community characteristics (size, income, incorporation status) and the GSA's collaborative structure (single-entity vs. multi-entity).  Their findings indicate that overall, collaborative governance is positively associated with increased DAC representation.  However, this association is not uniform.  Even within collaborative GSAs, the smallest, lowest-income communities, and those lacking political representation through incorporation or established water districts, were significantly underrepresented.  Furthermore, the study revealed that these disparities in representation actually *increased* under the new governance structure.

The study highlights a critical disconnect between the normative ideals of collaborative governance—namely, enhanced participation and equity—and its on-the-ground implementation. While collaborative processes may increase overall representation compared to single-entity approaches, they fail to adequately address pre-existing power imbalances and inequalities.  Small, marginalized communities remain significantly disadvantaged in accessing and influencing decision-making processes, despite the stated intentions of the SGMA to include their interests.

The authors utilize a unique interdisciplinary approach, combining insights from political science, environmental policy, and environmental justice studies.  Their work underscores the need to integrate collaborative governance and environmental justice principles to create truly effective and equitable institutions.  The study's findings suggest that merely establishing collaborative structures is insufficient for achieving environmental justice;  additional mechanisms are needed to ensure meaningful participation and representation for historically marginalized communities in environmental decision-making.  The study's conclusions emphasize the importance of acknowledging and addressing power dynamics within collaborative governance frameworks to achieve both sustainability and equity goals.
",1
"This report by Power Consulting, Inc., commissioned by the San Carlos Apache Tribe, critically examines the economic impact analysis of the proposed Resolution Copper Mine in Superior, Arizona, conducted by Elliott D. Pollack & Company (Pollack).  Pollack's report projected substantial economic benefits, including $61 billion in economic output, $20 billion in tax revenue, $14 billion in wages, and 238,000 person-years of employment.  Power Consulting's review challenges these optimistic projections, identifying several significant flaws in the Pollack methodology.

Firstly, the report argues that Pollack's analysis constitutes a ""pure benefits"" assessment, ignoring any potential costs associated with the mine.  It fails to account for environmental impacts, potential conflicts with other economic activities, and the inherent risks and volatility of the copper market.  The study unrealistically assumes a constant level of production for 50 years, neglecting the historical volatility characteristic of copper mining, which leads to fluctuating employment, payrolls, and tax revenues. This volatility, the report stresses, disrupts households, communities, and governments—a cost entirely absent from Pollack's calculations.

Secondly, the report questions the assertion that mining jobs inherently boost local economic vitality.  The historical experience of Superior and other mining towns demonstrates that mining booms often lead to increased unemployment as populations swell faster than job creation.  Moreover, the high wages associated with mining jobs haven't historically translated into widespread prosperity or reduced unemployment in the surrounding areas.  The study highlights the long history of copper mining in the region and its failure to consistently generate sustained economic growth.

Thirdly, the report emphasizes the impact of technological advancements. The Resolution Mine's planned automation and robotics will significantly reduce the number of blue-collar jobs available to local residents, shifting the workforce towards a smaller, highly skilled group, potentially located outside the immediate area. This contrasts sharply with the large employment figures projected by Pollack.

Fourthly, the report points out that the majority of the projected economic benefits would not accrue to the local community but would instead flow to the state of Arizona and the nation.  71% of projected tax revenues would go to the federal government, leaving the local area with minimal direct economic gain.  The Pollack study, therefore, inadequately assesses the local economic impacts of the mine.

Fifthly, the report highlights the significant environmental and land-use impacts associated with copper mining.  The substantial water consumption needed for processing ore, coupled with the potential for acid mine drainage and depletion of groundwater resources, poses a severe threat to the already arid region. These environmental problems further constrain the existing economic activities and make the area less attractive for future developments.  The degradation of the natural landscape reduces the quality of life, impacting the region's ability to attract residents and businesses.  The report concludes that the instability associated with mining operations, and the environmental degradation it causes, actively discourages economic diversification and contributes to the creation of ""ghost towns"" once the mine's operations cease or are significantly reduced.


In conclusion, Power Consulting argues that the Pollack report significantly overestimates the net economic benefits of the Resolution Copper Mine by ignoring considerable costs and relying on unrealistic assumptions about production stability, job creation, and the distribution of economic benefits.  The report emphasizes the need for a more comprehensive and realistic assessment of the project's economic and environmental impacts before any decisions are made regarding its development.
",1
"This research paper examines the Southern California Environmental Justice Collaborative (SCEJC), a community-based participatory research (CBPR) partnership, and its successful advocacy for a significant change to Rule 1402, a regional regulation governing maximum individual cancer risk from stationary facilities in Southern California.  The rule, initially setting the maximum individual cancer risk (MICR) at 100 per million, was amended in 2000 to reduce this risk by 75%, to 25 per million.  The paper uses a case study approach to analyze the SCEJC's contribution to this policy change.

The SCEJC is a collaborative effort involving a community-based non-profit organization (Communities for a Better Environment), a philanthropic foundation (Liberty Hill Foundation), and an academic team from various universities.  Their work is rooted in the environmental justice movement, which highlights the disproportionate burden of environmental hazards on communities of color and low-income populations.  The SCEJC's approach, grounded in CBPR principles, emphasizes community involvement in research design, data collection, and policy advocacy.

The paper details the context surrounding Rule 1402, highlighting its place within a complex web of federal, state, and regional environmental regulations.  The rule directly impacted Southeast Los Angeles, an area with high concentrations of industrial activity and environmental hazards, disproportionately affecting minority communities.  The SCEJC's extensive prior work in documenting environmental injustices in California, particularly the heightened health risks faced by these communities, provided a strong foundation for their advocacy efforts.

The study employed a mixed-methods approach, including key informant interviews with community members, academics, and policymakers; a focus group with community members; participant observation; and document analysis.  This data was analyzed to identify key factors contributing to the SCEJC's success in influencing the change to Rule 1402.

Key findings suggest that the SCEJC's effectiveness stemmed from several factors:  its strong CBPR structure and methodology, fostering genuine collaboration between community members and academics; its regional focus, allowing for targeted advocacy efforts; the establishment of strong relationships with key decision-makers; and its reputation as a credible source of both scientific data and community mobilization (""people power""). The paper also acknowledges the role of contextual factors, such as a more regulation-friendly economic climate, in facilitating the policy change.  Despite the success, the research also points out barriers and challenges the SCEJC faced during the process.

Crucially, the SCEJC played a pivotal role in shifting the discussion from individual risk assessment to a broader consideration of cumulative risk.  This reframing of the issue was a significant contribution to the policy change, prompting regulatory agencies to adopt a more comprehensive approach to environmental justice.  The paper concludes by discussing the implications of the SCEJC's success for other community-academic partnerships seeking to influence health-related public policy, emphasizing the power of CBPR as a tool for effective policy change.  The case study provides a valuable model for future collaborations aiming to address environmental injustices and promote equitable environmental policies.
",1
"This research paper, ""Government-led innovation acceleration: Case studies of US federal government innovation and technology acceleration organizations,"" examines how US federal agencies improve the procurement and integration of innovative technologies, particularly from the private sector.  The study adopts a systems approach, analyzing three organizations: In-Q-Tel (CIA), the FBI's Operational Technology Unit, and the National Institute for Occupational Safety and Health (NIOSH).  These organizations, while all focused on mission-oriented innovation, differ significantly in their approaches, timelines, and operational environments (classified vs. unclassified).

The authors begin by framing government innovation within the ""systems of innovation"" theory, which moves beyond linear models of research and development.  They argue that successful innovation relies on effective knowledge flow and collaboration between diverse organizations and actors.  Government agencies, particularly those with operational priorities, face challenges in navigating the complexities of public-private partnerships and ensuring that innovations meet real-world needs.  The study highlights the importance of ""boundary spanning"" – mechanisms that bridge the gap between technology developers, end-users (e.g., law enforcement officers, intelligence analysts), and stakeholders.  These mechanisms facilitate knowledge exchange and address information bottlenecks that hinder innovation.

The core of the paper consists of case studies of In-Q-Tel, the FBI's Operational Technology Unit, and NIOSH.  These case studies provide detailed insights into the organizational design, operational processes, and challenges faced by each agency in accelerating technology adoption.  The agencies vary in their focus (short-term vs. long-term outcomes), funding models (annual budgets vs. venture capital-like approaches), and security classifications.  The NIOSH case study is particularly relevant for understanding the challenges of collaboration across diverse organizations in both classified and unclassified settings.

A key finding is that collaboration and mission inspiration are crucial for bridging the public-private sector divide. However, the study also points to a potential drawback: distance from operational users can significantly slow down technology adoption.  The authors emphasize the need for establishing clear metrics to measure innovation investments and outcomes, as well as a deeper understanding of end-user needs. The venture capital model employed by some agencies, notably In-Q-Tel, shows promise but needs further investigation beyond its current application in defense and intelligence sectors.

The study contributes to existing literature by focusing on technology *acceleration* rather than the broader processes of innovation initiation, development, adoption, or diffusion. It also offers valuable insights into mission-oriented agencies, a sector often understudied compared to larger, more general science and technology agencies like DARPA or the NSF.  The authors conclude by identifying two key areas for future research: developing a more comprehensive understanding of effective boundary spanning mechanisms and further investigating the applicability and limitations of venture capital models in diverse government settings.  In essence, the paper provides practical recommendations for public-sector managers seeking to improve their organizations' capacity for technological innovation and operational effectiveness.
",1
"This research paper by Jenkins and Taebi explores the application of ""multinational energy justice"" as a framework for governing multinational risks, specifically focusing on the challenges of managing nuclear waste repositories.  The authors argue that existing approaches to energy justice—categorized as ""local"" or ""universal""—are insufficient for addressing transboundary issues.  Local energy justice emphasizes community-level debates and choices, while universal energy justice adopts a global perspective, focusing on moral and political responsibilities but often lacking the granular detail needed to address specific multinational concerns.

The paper proposes ""multinational energy justice"" as a middle ground, focusing on justice issues between nations, whether geographically close or sharing common energy concerns. This approach considers the complexities of transboundary issues and intergenerational impacts, acknowledging that the distribution of benefits and burdens of energy production and waste management extends beyond national borders and impacts future generations.

The core of the paper involves a ten-year (2006-2016) content analysis of policy reports related to a now-abandoned nuclear waste repository proposal in South Australia. This analysis examines how the tripartite model of energy justice—distributional, procedural, and recognition justice—manifests in discussions surrounding multinational nuclear waste repositories.  The researchers analyze how these reports address issues of equitable distribution of risks and benefits, fairness in decision-making processes, and the recognition of affected communities' concerns.

The empirical findings from the content analysis inform the authors' conceptual reflections on three key challenges:  

1. **Transboundary distribution and procedural issues:**  How can fair distribution of risks and benefits be achieved across national borders? How can inclusive and transparent decision-making processes be established that involve all stakeholders from participating countries?

2. **Intergenerational justice:** How can the long-term risks associated with nuclear waste repositories be fairly addressed across generations? How can the needs and rights of future generations be adequately considered in current decision-making?

3. **Conflicting justice demands:** How can conflicts between domestic and multinational justice demands be resolved?  For example, a policy might be considered just at a national level but unjust from a multinational perspective, creating a need for reconciliation.

Based on their analysis, the authors identify three areas for future research and policy development:

1. **Spatial conflict:** A need for more geographically nuanced attention to spatial conflicts arising from the siting and transportation of nuclear waste.

2. **Temporal justice conflict:**  A call for deeper reflection on incorporating temporal justice considerations (intergenerational equity) into energy justice frameworks.

3. **Multinational responsibility:**  A need for clearer definitions and frameworks for determining multinational responsibility for energy justice issues, particularly in the context of transboundary risks.

In conclusion, the paper advocates for a more nuanced approach to energy justice that accounts for the complex interplay of national and international factors in managing multinational energy risks.  The focus on nuclear waste repositories serves as a compelling case study illustrating the need for the development and application of a multinational energy justice framework. The authors highlight the limitations of existing frameworks and call for further research to address the identified challenges.
",1
"This research paper investigates distributive environmental justice in the Phoenix metropolitan region, focusing on the spatial distribution of ozone (O3) and particulate matter (PM10) and their relationship with demographic factors.  The study employs a novel, landscape-based hierarchical approach, analyzing pollution data at multiple spatiotemporal scales and regressing air pollution variables against population demographics (class, age, race, and ethnicity).  This multi-scale analysis aims to address the modifiable areal unit problem (MAUP), acknowledging that different scales of analysis can yield different results.

The authors utilized data from government air monitoring networks across the Phoenix MSA.  They compared pollution levels at various spatial and temporal scales with demographic data at the census block group level.  A hierarchical multiple regression model was employed to identify significant relationships between pollution levels and demographic characteristics.

The findings revealed significant relationships between air pollution levels and several demographic variables, suggesting potential environmental inequities.  While changing spatiotemporal scales sometimes altered the direction of relationships, it frequently rendered them statistically insignificant.  Some consistent patterns emerged:

* **Age:** Individuals aged 17 and under were significant predictors for both O3 and PM10, while those 65 and older were only significant predictors for PM10. This indicates disproportionate exposure to air pollution among younger populations.

* **Race/Ethnicity:** African Americans were strong predictors for PM10, suggesting higher exposure to this pollutant compared to other groups. Native Americans were strong predictors for O3. Hispanics showed a strong negative correlation with O3 (potentially due to factors not directly related to pollution exposure) and a less consistent positive relationship with PM10.

The study acknowledges the complex nature of environmental justice, going beyond simple pollutant distribution. It considers the historical context of minority populations in Phoenix, noting their legacy of enduring inequitable conditions and limited mobility, which contributes to their continued exposure to pollution.  The authors argue that the observed correlations, within this historical context, suggest the existence of environmental inequities.

The methodology itself is a key contribution of the paper.  It is presented as a generalizable framework for investigating environmental justice issues with other pollutants, offering a multi-scaled perspective that mitigates the limitations of single-scale analyses.  The authors highlight the importance of considering both spatial and temporal scales, a deficiency addressed by their approach.  This contrasts with previous studies in the Phoenix area, which employed varying methods and scales, producing sometimes conflicting results regarding the extent of environmental inequities.  By incorporating multiple scales, this research aims for a more robust and nuanced understanding of environmental justice issues, emphasizing the significance of considering historical context alongside spatial analysis in assessing environmental equity.
",1
"This research paper, ""Conceptualising Doing Things: The Experience of Collaboration for Community Groups and Academics while Addressing Environmental Justice,"" explores the dynamics of collaborations between academic researchers and community groups tackling environmental justice issues.  The study, conducted within Project Confluence in Phoenix, Arizona, challenges traditional views of academic-community partnerships.

The authors argue that existing literature often portrays collaborations as either academics ""conceptualizing research questions"" or community groups ""doing things,"" overlooking the nuanced interplay between these approaches.  Through interviews and observations, they reveal a tension arising from differing understandings of science's role within these collaborations.  Community groups primarily focus on practical solutions and tangible outcomes (""doing things""), while academics often prioritize research questions and theoretical frameworks (""conceptualizing"").

A key finding is the emergence of a ""conceptualizing doing things"" approach, which integrates both perspectives. This synthesized understanding represents the collaborative process where practical actions inform research and vice-versa.  The project manager's analogy of a ""hotpot"" aptly captures this blend of diverse inputs contributing to a shared outcome.  The paper highlights that this merging of perspectives is crucial for the success and efficiency of these partnerships.

The study challenges the traditional positivist view of science, which emphasizes hypothesis testing and research questions as the central elements of scientific method.  Instead, it emphasizes a ""making and doing"" science approach, suggesting that scientific practice within community collaborations goes beyond the traditional linear model.  This ""making and doing"" is presented not as a replacement for conceptualization, but as existing alongside and intertwined with it.

The research also examines the motivations driving both academics and community group managers.  While academics may be driven by research goals and publications, community groups are fundamentally motivated by addressing immediate environmental injustices impacting their communities, often related to poverty, race, and resource disparities.  The paper acknowledges the existing literature on community-based participatory research (CBPR), but distinguishes its focus by ethnographically exploring the *lived experience* of collaboration, rather than simply evaluating its outcome.

Four key elements are identified as crucial for successful collaborations in environmental justice settings: community leadership, interdisciplinarity, flexibility, and trust-building.  The paper emphasizes the importance of centering community members' expertise and agency, highlighting instances where community leadership unexpectedly shapes the project's trajectory. Interdisciplinarity is viewed as essential, given the multifaceted nature of environmental justice challenges.  Flexibility in methodology is crucial to adapt to local contexts and community priorities. Finally, trust is emphasized to prevent the exploitation of communities for the benefit of academic researchers.  The paper concludes by suggesting that recognizing and promoting this integrated ""conceptualizing doing things"" model of science can greatly improve the effectiveness and impact of future collaborations aimed at addressing environmental injustices.
",1
"This research paper examines Project Confluence, a hybrid university-community research model designed to address environmental justice challenges.  The project aimed to combine the strengths of university-managed research models (UMRMs) – access to funding and interdisciplinary expertise – with the community-led focus of community-owned and -managed research (COMR), ensuring community ownership and control over research priorities.

The study's methodology involved a case study approach focusing on Project Confluence. Four community groups facing environmental injustice issues partnered with academics from Arizona State University.  The researchers employed an iterative process, starting with identifying and selecting community groups based on their environmental justice concerns, followed by recruiting relevant academic partners. Collaborative teams were then formed, each led by community members.  The process involved unstructured interviews, Zoom meetings, and a final all-hands meeting to establish project goals and allocate funding ($10,000 per team).

The core of the paper analyzes qualitative data from 12 semi-structured interviews with participants to understand their experiences within this hybrid model.  The findings are categorized into three main themes:

**1. Flexibility versus Structure:** Participants appreciated the flexibility inherent in the COMR approach but also expressed a need for more structure and guidance, particularly regarding project timelines and deliverables.  The flexibility, while beneficial for community-led initiatives, created challenges in coordinating activities and ensuring project milestones were met.

**2. Face-to-face versus Virtual Interaction:** While virtual meetings (necessitated by the pandemic) were acknowledged as essential, participants strongly favored in-person interactions for improved collaboration, relationship building, and a stronger sense of community.  The limitations of virtual communication hampered the development of the strong collaborative bonds crucial for effective partnership.

**3. Interteam Connections:**  While benefiting from the UMRM umbrella, participants felt a lack of interaction and collaboration *between* the different community-academic teams.  They highlighted the need for enhanced communication and knowledge sharing across the teams to maximize learning and leverage collective experiences.

The authors conclude that future hybrid research models should strive for a balance between providing sufficient structure from the UMRM to facilitate collaboration and maintaining the flexibility needed to accommodate the diverse needs and priorities of community-led COMR projects.  Crucially, they recommend prioritizing in-person meetings, especially within the UMRM framework, to strengthen interteam collaboration and foster a more cohesive research environment.  The paper highlights the complexities of merging UMRM and COMR approaches and offers valuable insights for future collaborations seeking to effectively address environmental justice issues using participatory research methods.  The success of this hybrid model hinges on finding a balance between providing necessary support and respecting community autonomy, ultimately enabling lasting positive change within the communities involved.
",1
"This research paper presents a novel approach to estimating the economic damages of climate change in the United States.  The authors developed the Spatial Empirical Adaptive Global-to-Local Assessment System (SEAGLAS), a flexible framework that integrates climate science, econometric analyses, and process models to produce spatially explicit, probabilistic damage estimates.  This is a significant advancement over previous methods, which often relied on rough estimates or limited process modeling without systematic calibration to observed human-climate linkages.

SEAGLAS's strength lies in its ability to dynamically integrate and synthesize research outputs across multiple fields. It works through a multi-step process:

1. **Climate Projections:**  The system begins by generating probabilistic county-level projections of daily temperature and precipitation. This involves using a combination of global climate models (GCMs) and statistical downscaling techniques to represent a range of possible future climate scenarios (Representative Concentration Pathways or RCPs), accounting for uncertainties in equilibrium climate sensitivity and spatiotemporal weather patterns.

2. **Impact Modeling:**  Econometrically derived dose-response functions, based on extensive micro-level data analysis, estimate the nonlinear impacts of temperature, rainfall, and CO2 on various sectors: agriculture, mortality, crime, labor, and energy demand.  The analysis is rigorous, employing only nationally representative studies that account for temporal displacement and unobserved heterogeneity.  Coastal impacts are separately modeled using storm surge and sea-level rise projections integrated with property databases.  Energy sector impacts utilize the National Energy Modeling System (NEMS).

3. **Damage Aggregation:**  The individual sector impacts are then aggregated, monetizing non-market impacts (like mortality and crime) using willingness-to-pay estimates.  This produces a probabilistic damage function linking global mean surface temperature (GMST) to total economic costs.  Crucially, the model holds the population and economic distribution constant at 2012 levels to isolate climate change impacts.  Future work is planned to incorporate adaptation strategies.

The results reveal a quadratic relationship between GMST and economic damage, with an average cost of roughly 1.2% of GDP per +1°C increase.  However, the geographically uneven distribution of these costs is a key finding.  The analysis shows a significant northward and westward transfer of value, exacerbating economic inequality.  Under a business-as-usual emissions scenario (RCP 8.5), the poorest third of US counties are projected to experience damages between 2% and 20% of county income by the late 21st century (with a 90% probability).

In summary, this paper provides a highly sophisticated and data-driven assessment of the economic consequences of climate change in the US.  The use of SEAGLAS offers a robust and adaptable framework for future research, allowing for continuous integration of new data and findings as the science evolves. The spatially resolved and probabilistic nature of the results highlights the unequal distribution of risks and economic consequences, emphasizing the need for targeted policies to address both the aggregate damage and the distributional impacts of climate change.
",1
"This research paper introduces ""social landscape metrics,"" a novel approach to quantifying human perceptions of landscapes using data from Public Participation Geographic Information Systems (PPGIS).  Traditional landscape metrics focus on quantifiable physical features like plants and animals. This paper argues that human perceptions and values also create structured patterns on the landscape, albeit latent ones, that can be measured.  The authors propose that integrating these social perspectives is crucial for landscape ecology and management, a point previously under-researched.

The core of the paper is the development and explanation of two classes of social landscape metrics:

**1. Inductive Metrics:** These metrics mirror traditional landscape ecology metrics in their calculation but apply to patches of concentrated human perception and value, rather than physical features.  These ""patches"" are identified through analysis of PPGIS data using consistent decision rules.  The authors emphasize that while calculation is straightforward after patch delineation, managerial interpretation requires judgment based on threshold values.  This aligns with existing ecological landscape metric methodologies.

**2. Boundary Metrics:** Unlike inductive metrics, these are novel and driven by the need for decision-making criteria in land management.  They analyze the distribution of PPGIS attributes *within* pre-defined management areas (e.g., watersheds, political boundaries).  The metrics assess the type and mix of human perceptions within these areas, enabling value trade-off analysis. Examples include attribute frequency, dominance, density, diversity, and conflict potential indices.  This approach directly supports land-use planning.

The paper uses data from three US national forests as case studies to demonstrate the application of both metric types.  This data, collected via internet-based PPGIS, involved participants identifying locations of various landscape values.  The authors show how both inductive and boundary metrics were derived from this point data, highlighting the versatility of the approach across different study areas and data types.  The methodology is not limited to specific value typologies; it can be applied broadly to any point data collected via PPGIS.

The authors meticulously describe the PPGIS data collection methods (internet-based mapping of landscape values),  detail the calculations and interpretations of both boundary and inductive metrics, and present empirical results from the three national forest studies.  They conclude by discussing the potential integration of these social landscape metrics into decision support systems for environmental and resource management, particularly within national forest planning processes.  The paper advocates for further research to expand and refine the use of these metrics in landscape management and planning, acknowledging the significant potential for improving the integration of social and ecological considerations.
",1
